urun_adi,Fiyat_str,gelis_fiyat_usd,baski_kapasitesi,stok,kendi_depomuz,stok_kodu,yazici_uyumluluk_listesi
OKI C310 Black (44469809) (3.5K),5.85 USD 235.74 TL,5.85,3500,20,0,11496,"OKI 44469809: C310, C330, C331, C510, C511, C530, C531, MC351, MC352, MC361, MC362, MC561, MC562"
"OKI C301, C310 (44494202) Drum Unit (20K)","99.56 USD 4,011.93 TL",99.56,20000,7,0,13162,"OKI 44494202: C301, C310, C321, C330, C331, C332, C510, C511, C530, C531, MC332, MC342, MC351, MC352, MC361, MC362, MC363, MC561, MC562"
OKI C301 Yellow (44973541) (1.5K),4.04 USD 162.80 TL,4.04,1500,20,1,11483,"OKI 44973541: C301, C321, MC332, MC342"
OKI C301 Magenta (44973542) (1.5K),4.04 USD 162.80 TL,4.04,1500,20,1,11482,"OKI 44973542: C301, C321, MC332, MC342"
OKI C301 Cyan (44973543) (1.5K),4.04 USD 162.80 TL,4.04,1500,20,1,11481,"OKI 44973543: C301, C321, MC332, MC342"
OKI C301 Black (44973544) (2.2K),4.98 USD 200.68 TL,4.98,2200,20,2,11480,"OKI 44973544: C301, C321, MC332, MC342"
OKI B721 (45488802) (18K),"74.67 USD 3,008.95 TL",74.67,18000,30,0,15093,"OKI 45488802: B721, B731, MB731, MB760, MB770"
OKI B4400 (43502306) (3K),4.43 USD 178.51 TL,4.43,3000,50,0,15255,"OKI 43502306: B4400, B4600"
OKI B431 (44917608) Extra Yüksek Kapasite (12K),6.36 USD 256.29 TL,6.36,12000,100,1,11547,"OKI 44917608: B431, MB461, MB471, MB491"
OKI B431 (44574805) Yüksek Kapasite (7K),4.79 USD 193.02 TL,4.79,7000,100,0,17129,"OKI 44574805: B431, MB461, MB471, MB491"
OKI B431 (44574705) (3K),4.60 USD 185.36 TL,4.60,3000,100,2,11466,"OKI 44574705: B411, B431, MB461, MB471, MB491"
OKI B4300 (01101213) Yüksek Kapasite (6K),6.00 USD 241.78 TL,6.00,6000,4,0,11327,"OKI 01101213: B4300, B4350"
OKI B412 (45807121) Extra Yüksek Kapasite (12K),6.22 USD 250.64 TL,6.22,12000,100,1,16321,"OKI 45807121: B412, B432, B512, MB472, MB492, MB562"
OKI B412 (45807120) Yüksek Kapasite (7K),4.11 USD 165.62 TL,4.11,7000,100,3,11513,"OKI 45807120: B412, B432, B512, MB472, MB492, MB562"
OKI B412 (45807119) (3K),3.48 USD 140.23 TL,3.48,3000,100,2,11512,"OKI 45807119: B412, B432, B512, MB472, MB492, MB562"
OKI B4100 (01103409) (2.5K),6.00 USD 241.78 TL,6.00,2500,30,0,15108,"OKI 01103409: B4100, B4200, B4300, B4350"
OKI B410 (43979107) (3.5K),2.72 USD 109.61 TL,2.72,3500,30,1,15296,"OKI 43979107: B410, B420, B430, B440, MB460, MB470, MB480"
OKI B401&B411 Drum Unit (44574307&44574302) (25K),17.30 USD 697.13 TL,17.30,25000,50,7,11574,"OKI 44574307: B401, MB441, MB451; OKI 44574302: B411, B412, B431, B432, B512, MB461, MB471, MB472, MB491, MB492, MB562"
OKI B401 (44992404) Yüksek Kapasite (2.5K),3.11 USD 125.32 TL,3.11,2500,100,3,15099,"OKI 44992404: B401, MB441, MB451"
LEXMARK X463 (X463H11G) (9K),15.26 USD 614.93 TL,15.26,9000,0,1,11572,"LEXMARK X463H11G, X463H21G: X463, X464, X466"
LEXMARK X340 (X340A11G) (2.5K),10.39 USD 418.68 TL,10.39,2500,8,0,15248,"LEXMARK X340A11G, X340A21G: X340, X342"
LEXMARK X264 (X264H11G) Yüksek Kapasite (9K),11.20 USD 451.32 TL,11.20,9000,20,1,15045,"LEXMARK X264H11G, X264H21G: X264, X363, X364"
LEXMARK X264 (X264A11G) (3.5K),9.39 USD 378.39 TL,9.39,3500,40,0,15069,"LEXMARK X264A11G, X264A21G: X264, X363, X364"
LEXMARK X203 (X203A11G) (2.5K),7.67 USD 309.07 TL,7.67,2500,50,1,11383,"LEXMARK X203A11G, X203A21G: X203, X204"
LEXMARK T650 (X651H11E&T650H11E) (25K),"34.07 USD 1,372.91 TL",34.07,25000,100,1,11869,"LEXMARK T650H11E, T650H21E: T650, T652, T654, T656; LEXMARK X651H11E, X651H21E: X651, X652, X654, X656, X658"
"LEXMARK MS725 (58D5U00,58D5U0E) (55K)","181.44 USD 7,311.42 TL",181.44,55000,50,0,17512,"LEXMARK 58D5U00, 58D5U0E: MS725, MS823, MS825, MS826, MX722, MX822, MX826"
"LEXMARK MS725 (58D5H00,58D5H0E) (15K)","121.65 USD 4,902.08 TL",121.65,15000,50,0,17510,"LEXMARK 58D5H00, 58D5H0E: MS725, MS821, MS822, MS823, MS825, MS826, MX721, MX722, MX822, MX826"
LEXMARK MS-725 (58D0Z00) Drum Unit (150K),"84.44 USD 3,402.64 TL",84.44,150000,40,0,16693,"LEXMARK 58D0Z00: MS725, MS821, MS822, MS823, MS825, MS826, MX721, MX722, MX822, MX826"
LEXMARK MS710 (520Z) (52D0Z00) Drum Unit (100k),"28.06 USD 1,130.72 TL",28.06,100000,100,0,12698,"LEXMARK 52D0Z00, 520Z: MS710, MS711, MS810, MS811, MS812, MS817, MS818, MX710, MX711, MX717, MX718, MX810, MX811, MX812"
"LEXMARK MS417 (51B5H00) (8,5K)",9.27 USD 373.55 TL,9.27,8500,100,1,15009,"LEXMARK 51B5H00, 515H: MS317, MS417, MS517, MS617, MX417, MX517, MX617"
LEXMARK MS321 (56F0Z00) Drum Unit (60K),"28.83 USD 1,161.75 TL",28.83,60000,40,0,14914,"LEXMARK 56F0Z00: MS321, MS421, MS521, MS621, MS622, MX321, MX421, MX521, MX522, MX622"
"LEXMARK MS317 (51B5000) (2,5K)",6.41 USD 258.30 TL,6.41,2500,100,5,15004,"LEXMARK 51B5000, 515: MS317, MS417, MS517, MS617, MX317, MX417, MX517, MX617"
LEXMARK MS310 (50F0Z00) Drum Unit (60K),20.53 USD 827.29 TL,20.53,60000,0,0,12583,"LEXMARK 50F0Z00, 500Z: MS310, MS312, MS315, MS317, MS410, MS415, MS417, MS510, MS517, MS610, MS617, MX310, MX317, MX410, MX417, MX510, MX511, MX517, MX611, MX617"
LEXMARK MS310 (505H) (5K),8.40 USD 338.49 TL,8.40,5000,100,1,11509,"LEXMARK 50F5H00, 505H: MS310, MS312, MS315, MS410, MS415, MS510, MS610"
LEXMARK MS/MX 811 (525X&625X) (45K),23.27 USD 937.70 TL,23.27,45000,100,3,11615,"LEXMARK 52D5X00, 525X: MS811, MS812; LEXMARK 62D5X00, 625X: MX711, MX810, MX811, MX812"
LEXMARK MS/MX 710 (525H&625H) (25K),15.43 USD 621.78 TL,15.43,25000,100,0,11546,"LEXMARK 52D5H00, 525H: MS710, MS711, MS810, MS811, MS812; LEXMARK 62D5H00, 625H: MX710, MX711, MX810, MX811, MX812"
"LEXMARK MS/MX 521 (56F5U0E,56F5U00) Chipsiz (25K)",18.35 USD 739.44 TL,18.35,25000,100,0,12596,"LEXMARK 56F5U0E, 56F5U00: MS521, MS621, MS622, MX521, MX522, MX622"
"LEXMARK MS/MX 521 (56F5U0E,56F5U00) (25K)","120.00 USD 4,835.59 TL",120.00,25000,100,0,17079,"LEXMARK 56F5U0E, 56F5U00: MS521, MS621, MS622, MX521, MX522, MX622"
LEXMARK MS/MX 510 (505U&605X) (20K),9.89 USD 398.53 TL,9.89,20000,100,0,11533,"LEXMARK 50F5U00, 505U: MS510, MS610; LEXMARK 60F5X00, 605X: MX510, MX511, MX610, MX611"
"LEXMARK MS/MX 421 (56F5X0E,56F5X00) Chipsiz (20K)",17.47 USD 703.98 TL,17.47,20000,100,0,12595,"LEXMARK 56F5X0E, 56F5X00: MS421, MS521, MS621, MS622, MX421, MX521, MX522, MX622"
"LEXMARK MS/MX 421 (56F5X0E,56F5X00) (20K)","113.10 USD 4,557.55 TL",113.10,20000,100,0,17078,"LEXMARK 56F5X0E, 56F5X00: MS421, MS521, MS621, MS622, MX421, MX521, MX522, MX622"
LEXMARK MS/MX 410 & MX310 (505X&605H) (10K),9.33 USD 375.97 TL,9.33,10000,100,1,11526,"LEXMARK 50F5X00, 505X: MS410, MS415, MS510, MS610; LEXMARK 60F5H00, 605H: MX310, MX410, MX510, MX511, MX610, MX611"
LEXMARK MS/MX 331 (55B5H00) (15K),"85.07 USD 3,428.03 TL",85.07,15000,10,0,15000,"LEXMARK (55B5H00): MS331, MS431, MX 331, MX431, MX432"
"LEXMARK MS/MX 321 (56F5H0E,56F5H00) Chipsiz (15K)",15.71 USD 633.06 TL,15.71,15000,100,0,12594,"LEXMARK 56F5H0E, 56F5H00: MS321, MS421, MS521, MS621, MS622, MX321, MX421, MX521, MX522, MX622"
"LEXMARK MS/MX 321 (56F5H0E,56F5H00) (15K)","102.02 USD 4,111.06 TL",102.02,15000,100,0,17077,"LEXMARK 56F5H0E, 56F5H00: MS321, MS421, MS521, MS621, MS622, MX321, MX421, MX521, MX522, MX622"
LEXMARK MS/MX 321 (56F5000) Chipsiz (6K),10.94 USD 440.84 TL,10.94,6000,100,0,12593,"LEXMARK 56F5000: MS321, MS421, MS521, MS621, MS622, MX321, MX421, MX521, MX522, MX622"
LEXMARK MS/MX 321 (56F5000) (6K),"62.90 USD 2,534.66 TL",62.90,6000,100,1,17076,"LEXMARK 56F5000: MS321, MS421, MS521, MS621, MS622, MX321, MX421, MX521, MX522, MX622"
LEXMARK E360 (E360H11E) (9K),15.83 USD 637.90 TL,15.83,9000,20,0,15139,"LEXMARK E360H11E, E360H21E: E360, E460, E462"
LEXMARK E260 Drum Unit (E260X22G) (30K),9.89 USD 398.53 TL,9.89,30000,50,1,15047,"LEXMARK E260X22G: E260, E360, E460, E462, X264, X363, X364, X463, X464, X466"
LEXMARK E260 (E260A11E) (3.5K),10.58 USD 426.34 TL,10.58,3500,100,0,15119,"LEXMARK E260A11E, E260A21E: E260, E360, E460, E462"
LEXMARK E250 (E250A11E) (3.5K),11.25 USD 453.34 TL,11.25,3500,0,0,15221,"LEXMARK E250A11E, E250A21E: E250, E350, E352"
LEXMARK E230 (34016HE) (6K),10.59 USD 426.74 TL,10.59,6000,10,0,15176,"LEXMARK 34016HE, 24016SE: E230, E232, E330, E332, E340, E342; DELL 593-10102: 1700, 1710"
LEXMARK E120 (12016SE) (2K),11.67 USD 470.26 TL,11.67,2000,30,2,15106,LEXMARK 12016SE: E120
LEXMARK CX310 Yellow (80C8SY0) (2K),24.17 USD 973.97 TL,24.17,2000,20,2,15244,"LEXMARK 80C8SY0: CX310, CX410, CX510"
LEXMARK CX310 Magenta (80C8SM0) (2K),24.17 USD 973.97 TL,24.17,2000,10,0,15243,"LEXMARK 80C8SM0: CX310, CX410, CX510"
LEXMARK CX310 Cyan (80C8SC0) (2K),24.17 USD 973.97 TL,24.17,2000,20,1,15242,"LEXMARK 80C8SC0: CX310, CX410, CX510"
LEXMARK CX310 Black (80C8SBK0) (2.5K),24.17 USD 973.97 TL,24.17,2500,30,0,15241,"LEXMARK 80C8SBK0: CX310, CX410, CX510"
LEXMARK CS720 Yellow (74C5SY0) (7K),"39.17 USD 1,578.42 TL",39.17,7000,9,0,14990,"LEXMARK 74C5SY0, 74C5SYE: CS720, CS725, CX725"
LEXMARK CS720 Magenta (74C5SM0) (7K),"39.17 USD 1,578.42 TL",39.17,7000,6,0,14989,"LEXMARK 74C5SM0, 74C5SME: CS720, CS725, CX725"
LEXMARK CS720 Cyan (74C5SC0) (7K),"39.17 USD 1,578.42 TL",39.17,7000,8,0,14988,"LEXMARK 74C5SC0, 74C5SCE: CS720, CS725, CX725"
LEXMARK CS720 Black (74C5SK0) (7K),"39.17 USD 1,578.42 TL",39.17,7000,6,0,14987,"LEXMARK 74C5SK0, 74C5SKE: CS720, CS725, CX725"
LEXMARK CS310 Yellow (70C8HY0) (3K),22.22 USD 895.39 TL,22.22,3000,10,0,11585,"LEXMARK 70C8HY0: CS310, CS410, CS510"
LEXMARK CS310 Magenta (70C8HM0) (3K),22.22 USD 895.39 TL,22.22,3000,20,0,11584,"LEXMARK 70C8HM0: CS310, CS410, CS510"
LEXMARK CS310 Cyan (70C8HC0) (3K),22.22 USD 895.39 TL,22.22,3000,20,0,11583,"LEXMARK 70C8HC0: CS310, CS410, CS510"
LEXMARK CS310 Black (70C8HK0) (4K),22.22 USD 895.39 TL,22.22,4000,20,0,11582,"LEXMARK 70C8HK0: CS310, CS410, CS510"
LEXMARK CS/CX 421 Yellow (78C5XY0) (5K),"27.50 USD 1,108.16 TL",27.50,5000,0,0,14861,"LEXMARK 78C5XY0, 78C5XYE: S421, CS521, CS622, CX421, CX522, CX622, CX625"
LEXMARK CS/CX 421 Yellow (78C50Y0) (1.4),15.11 USD 608.88 TL,15.11,1400,30,1,14857,"LEXMARK 78C50Y0, 78C50YE: S421, CS521, CS622, CX421, CX522, CX622, CX625"
LEXMARK CS/CX 421 Magenta (78C5XM0) (5K),"27.50 USD 1,108.16 TL",27.50,5000,0,0,14860,"LEXMARK 78C5XM0, 78C5XME: S421, CS521, CS622, CX421, CX522, CX622, CX625"
LEXMARK CS/CX 421 Magenta (78C50M0) (1.4K),15.11 USD 608.88 TL,15.11,1400,30,0,14856,"LEXMARK 78C50M0, 78C50ME: S421, CS521, CS622, CX421, CX522, CX622, CX625"
LEXMARK CS/CX 421 Cyan (78C5XC0) (5K),"27.50 USD 1,108.16 TL",27.50,5000,0,0,14859,"LEXMARK 78C5XC0, 78C5XCE: S421, CS521, CS622, CX421, CX522, CX622, CX625"
LEXMARK CS/CX 421 Cyan (78C50C0) (1.4),15.11 USD 608.88 TL,15.11,1400,30,0,14855,"LEXMARK 78C50C0, 78C50CE: S421, CS521, CS622, CX421, CX522, CX622, CX625"
LEXMARK CS/CX 421 Black (78C5XK0) (8.5K),"27.50 USD 1,108.16 TL",27.50,8500,10,4,14858,"LEXMARK 78C5XK0, 78C5XKE: S421, CS521, CS622, CX421, CX522, CX622, CX625"
LEXMARK CS/CX 421 Black (78C50K0) (2K),15.90 USD 640.72 TL,15.90,2000,40,1,14854,"LEXMARK 78C50K0, 78C50KE: S421, CS521, CS622, CX421, CX522, CX622, CX625"
"LEXMARK CS/CX 417 Yellow (71B5HY0) (3,5K)","36.80 USD 1,482.91 TL",36.80,3500,10,0,12753,"LEXMARK 71B5HY0: CS417, CS517, CX417, CX517"
"LEXMARK CS/CX 417 Magenta (71B5HM0) (3,5K)","36.80 USD 1,482.91 TL",36.80,3500,10,0,12752,"LEXMARK 71B5HM0: CS417, CS517, CX417, CX517"
"LEXMARK CS/CX 417 Cyan (71B5HC0) (3,5K)","36.80 USD 1,482.91 TL",36.80,3500,10,0,12751,"LEXMARK 71B5HC0: CS417, CS517, CX417, CX517"
LEXMARK CS/CX 417 Black (71B5HK0) (6K),"38.40 USD 1,547.39 TL",38.40,6000,2,0,12750,"LEXMARK 71B5HK0: CS417, CS517, CX417, CX517"
LEXMARK CS/CX 317 Yellow (71B50Y0),20.83 USD 839.38 TL,20.83,2300,10,2,12721,"LEXMARK 71B50Y0: CS317, CS417, CS517, CX317, CX417, CX517"
LEXMARK CS/CX 317 Magenta (71B50M0),20.83 USD 839.38 TL,20.83,2300,10,2,12720,"LEXMARK 71B50M0: CS317, CS417, CS517, CX317, CX417, CX517"
LEXMARK CS/CX 317 Cyan (71B50C0),20.83 USD 839.38 TL,20.83,2300,10,2,12719,"LEXMARK 71B50C0: CS317, CS417, CS517, CX317, CX417, CX517"
LEXMARK CS/CX 317 Black (71B50K0),20.83 USD 839.38 TL,20.83,3000,30,2,12718,"LEXMARK 71B50K0: CS317, CS417, CS517, CX317, CX417, CX517"
LEXMARK C746 Magenta (C746A1MG) (7K),"36.00 USD 1,450.68 TL",36.00,7000,2,0,11718,"LEXMARK C746A1MG, C746A2MG: C746, C748"
LEXMARK C746 Cyan (C746A1CG) (7K),"36.00 USD 1,450.68 TL",36.00,7000,8,0,11717,"LEXMARK C746A1CG, C746A2CG: C746, C748"
LEXMARK C540 Yellow (C540H1YG) (2K),16.83 USD 678.19 TL,16.83,2000,10,0,11522,"LEXMARK C540H1YG: C540, C543, C544, C546, X543, X544, X546, X548"
LEXMARK C540 Magenta (C540H1MG) (2K),16.83 USD 678.19 TL,16.83,2000,9,0,11521,"LEXMARK C540H1MG: C540, C543, C544, C546, X543, X544, X546, X548"
LEXMARK C540 Cyan (C540H1CG) (2K),16.83 USD 678.19 TL,16.83,2000,10,0,11520,"LEXMARK C540H1CG: C540, C543, C544, C546, X543, X544, X546, X548"
LEXMARK C540 Black (C540H1KG) (2.5K),16.83 USD 678.19 TL,16.83,2500,3,0,11519,"LEXMARK C540H1KG: C540, C543, C544, C546, X543, X544, X546, X548"
LEXMARK C2425 Yellow Yüksek Kapasite (C235HY0) (2.3K),"57.50 USD 2,317.05 TL",57.50,2300,4,0,16336,"LEXMARK (C235HY0): C2325, C2425, C2535, MC2425, MC2535, MC2640"
LEXMARK C2425 Magenta Yüksek Kapasite (C235HM0) (2.3K),"57.50 USD 2,317.05 TL",57.50,2300,0,0,16335,"LEXMARK (C235HM0): C2325, C2425, C2535, MC2425, MC2535, MC2640"
LEXMARK C2425 Cyan Yüksek Kapasite (C235HC0) (2.3K),"57.50 USD 2,317.05 TL",57.50,2300,4,0,16334,"LEXMARK (C235HC0): C2325, C2425, C2535, MC2425, MC2535, MC2640"
LEXMARK C2425 Black Yüksek Kapasite (C235HK0) (3K),"57.50 USD 2,317.05 TL",57.50,3000,2,0,16333,"LEXMARK (C235HK0): C2325, C2425, C2535, MC2425, MC2535, MC2640"
LEXMARK B2338 (B255X00) Extra Yüksek Kapasite Chipsiz (10K),17.44 USD 702.77 TL,17.44,10000,100,0,14926,"LEXMARK B255X00: B2338, B2442, B2546, B2650, MB2338, MB2442, MB2546, MB2650"
LEXMARK B2338 (B245H00) Yüksek Kapasite Chipsiz (6K),15.68 USD 631.85 TL,15.68,6000,100,0,14925,"LEXMARK B245H00: B2338, B2442, B2546, B2650, MB2338, MB2442, MB2546, MB2650"
LEXMARK B2338 (B245H00) Yüksek Kapasite (6K),"64.44 USD 2,596.71 TL",64.44,6000,2,0,17579,"LEXMARK B245H00: B2338, B2442, B2546, B2650, MB2338, MB2442, MB2546, MB2650"
LEXMARK B2338 (B235000) Chipsiz (3K),14.58 USD 587.52 TL,14.58,3000,100,0,14924,"LEXMARK B235000: B2338, B2442, B2546, B2650, MB2338, MB2442, MB2546, MB2650"
LEXMARK B2338 (B235000) (3K),"49.17 USD 1,981.38 TL",49.17,3000,100,0,17344,"LEXMARK B235000: B2338, B2442, B2546, B2650, MB2338, MB2442, MB2546, MB2650"
LEXMARK B2236 dW (B225X00) Chipsiz (6K),21.16 USD 852.68 TL,21.16,6000,8,7,16451,"LEXMARK B225X00: B2236, MB2236"
LEXMARK B2236 dw (B225H00) Chipsiz (3K),17.42 USD 701.97 TL,17.42,3000,50,3,16281,"LEXMARK B225H00: B2236, MB2236"
"LEXMARK B2236 dw (B225000) Chipsiz (1,5K)",16.80 USD 676.98 TL,16.80,1500,0,0,16280,"LEXMARK B225000: B2236, MB2236"
Kutusuz HP W1106A (106A) Chipsiz Koli Bazinda (1K),Koli İçi Adet /  18 Adet /66.24 USD,66.24,1000,100,0,12676,"HP W1106A (106A): 107, MFP135, MFP137, MFP138"
HP W2211A (207A) Cyan (1.25K),9.17 USD 369.52 TL,9.17,1250,40,1,13124,"HP W2211A (207A): M255,MFP M282,MFP M283"
HP W2210X (207X) Black Chipsiz (3.15K),6.66 USD 268.38 TL,6.66,3150,0,0,12188,"HP W2210X (207X): M255,MFP M282,MFP M283"
HP W2210X (207X) Black (3.15K),13.33 USD 537.15 TL,13.33,3150,20,2,13146,"HP W2210X (207X): M255,MFP M282, MFP M283"
HP W2210A (207A) Black Chipsiz (1.35K),5.50 USD 221.63 TL,5.50,1350,10,3,12184,"HP W2210A (207A): M255,MFP M282,MFP M283"
HP W2210A (207A) Black (1.35K),9.17 USD 369.52 TL,9.17,1350,100,2,13123,"HP W2210A (207A): M255,MFP M282,MFP M283"
HP W2133Y (213Y) Magenta Chipsiz (12K),"44.44 USD 1,790.78 TL",44.44,12000,2,0,16742,"HP W2133Y (213Y): Enterprise 5700, 6700, 6701, MFP5800, MFP6800, MFP6801, X654, X65455"
HP W2133Y (213Y) Magenta (12K),"79.17 USD 3,190.28 TL",79.17,12000,5,0,16709,"HP W2133Y (213Y): Enterprise 5700, 6700, 6701, MFP5800, MFP6800, MFP6801, X654, X65455"
HP W2133X (213X) Magenta Chipsiz (6K),"39.11 USD 1,576.00 TL",39.11,6000,1,0,16738,"HP W2133X (213X): Enterprise 5700, 6700,6701, MFP5800, MFP6800, MFP6801, X654, X65455"
HP W2133X (213X) Magenta (6K),"66.67 USD 2,686.57 TL",66.67,6000,0,0,16705,"HP W2133X (213X): Enterprise 5700, 6700,6701, MFP5800, MFP6800, MFP6801, X654, X65455"
HP W2133A (213A) Magenta Chipsiz (3K),"29.33 USD 1,181.90 TL",29.33,3000,1,0,16734,"HP W2133A (213A): Enterprise 5700, 6700, 6701, MFP5800, MFP6800, MFP6801, X654, X65455"
HP W2133A (213A) Magenta (3K),"56.00 USD 2,256.61 TL",56.00,3000,4,0,16701,"HP W2133A (213A): Enterprise 5700, 6700, 6701, MFP5800, MFP6800, MFP6801, X654, X65455"
HP W2132Y (213Y) Yellow Chipsiz (12K),"44.44 USD 1,790.78 TL",44.44,12000,2,0,16741,"HP W2132Y (213Y): Enterprise 5700, 6700, 6701, MFP5800, MFP6800, MFP 6801, X654, X65455"
HP W2132Y (213Y) Yellow (12K),"79.17 USD 3,190.28 TL",79.17,12000,5,0,16708,"HP W2132Y (213Y): Enterprise 5700, 6700, 6701, MFP5800, MFP6800, MFP 6801, X654, X65455"
HP W2132X (213X) Yellow Chipsiz (6K),"39.11 USD 1,576.00 TL",39.11,6000,2,0,16737,"HP W2132X (213X): Enterprise 5700, 6700,6701, MFP5800, MFP6800, MFP6801, X654, X65455"
HP W2132X (213X) Yellow (6K),"66.67 USD 2,686.57 TL",66.67,6000,0,0,16704,"HP W2132X (213X): Enterprise 5700, 6700,6701, MFP5800, MFP6800, MFP6801, X654, X65455"
HP W2132A (213A) Yellow Chipsiz (3K),"29.33 USD 1,181.90 TL",29.33,3000,1,0,16733,"HP W2132A (213A): Enterprise 5700, 6700, 6701, MFP5800, MFP6800, MFP6801, X654, X65455"
HP W2132A (213A) Yellow (3K),"56.00 USD 2,256.61 TL",56.00,3000,4,0,16700,"HP W2132A (213A): Enterprise 5700, 6700, 6701, MFP5800, MFP6800, MFP6801, X654, X65455"
HP W2131Y (213Y) Cyan Chipsiz (12K),"44.44 USD 1,790.78 TL",44.44,12000,2,0,16740,"HP W2131Y (213Y): Enterprise 5700, 6700, 6701, MFP5800, MFP6800, MFP6801, X654, X65455"
HP W2131Y (213Y) Cyan (12K),"79.17 USD 3,190.28 TL",79.17,12000,5,0,16707,"HP W2131Y (213Y): Enterprise 5700, 6700, 6701, MFP5800, MFP6800, MFP6801, X654, X65455"
HP W2131X (213X) Cyan Chipsiz (6K),"39.11 USD 1,576.00 TL",39.11,6000,2,0,16736,"HP W2131X (213X): Enterprise 5700, 6700, 6701, MFP5800, MFP6800, MFP6801, X654, X65455"
HP W2131X (213X) Cyan (6K),"66.67 USD 2,686.57 TL",66.67,6000,0,0,16703,"HP W2131X (213X): Enterprise 5700, 6700, 6701, MFP5800, MFP6800, MFP6801, X654, X65455"
HP W2131A (213A) Cyan Chipsiz (3K),"29.33 USD 1,181.90 TL",29.33,3000,1,0,16732,"HP W2131A (213A): Enterprise 5700, 6700, 6701, MFP5800, MFP6800, MFP6801, X654, X65455"
HP W2131A (213A) Cyan (3K),"56.00 USD 2,256.61 TL",56.00,3000,4,0,16699,"HP W2131A (213A): Enterprise 5700, 6700, 6701, MFP5800, MFP6800, MFP6801, X654, X65455"
HP W2130Y (213Y) Black Chipsiz (18K),"53.33 USD 2,149.02 TL",53.33,18000,2,0,16739,"HP W2130Y (213Y): Enterprise 5700, 6700, 6701, MFP5800, MFP6800, MFP6801, X654, X65455"
HP W2130Y (213Y) Black (18K),"79.17 USD 3,190.28 TL",79.17,18000,4,0,16706,"HP W2130Y (213Y): Enterprise 5700, 6700, 6701, MFP5800, MFP6800, MFP6801, X654, X65455"
HP W2130X (213X) Black Chipsiz (9K),"40.89 USD 1,647.73 TL",40.89,9000,2,0,16735,"HP W2130X (213X): Enterprise 5700, 6700, 6701, MFP5800, MFP6800, MFP6801, X654, X65455"
HP W2130X (213X) Black (9K),"66.67 USD 2,686.57 TL",66.67,9000,0,0,16702,"HP W2130X (213X): Enterprise 5700, 6700, 6701, MFP5800, MFP6800, MFP6801, X654, X65455"
HP W2130A (213A) Black Chipsiz (3.5K),"29.33 USD 1,181.90 TL",29.33,3500,0,0,16731,"HP W2130A (213A): Enterprise 5700, 6700, 6701, MFP5800, MFP6800, MFP6801, X654, X65455"
HP W2130A (213A) Black (3.5K),"56.00 USD 2,256.61 TL",56.00,3500,3,0,16698,"HP W2130A (213A): Enterprise 5700, 6700, 6701, MFP5800, MFP6800, MFP6801, X654, X65455"
HP W2123X (212X) Magenta Chipsiz (10K),23.33 USD 940.12 TL,23.33,10000,10,0,14887,"HP W2123X (212X): M554,M555,MFP M578"
HP W2123X (212X) Magenta (10K),"33.33 USD 1,343.09 TL",33.33,10000,10,0,17149,"HP W2123X (212X): M554, M555, MFP M578"
HP W2123A (212A) Magenta Chipsiz (4.5K),16.67 USD 671.74 TL,16.67,4500,6,1,14883,"HP W2123A (212A): M554,M555,MFP M578"
HP W2123A (212A) Magenta (4.5K),"25.53 USD 1,028.77 TL",25.53,4500,7,0,17145,"HP W2123A (212A): M554, M555, MFP M578"
HP W2122X (212X) Yellow Chipsiz (10K),23.33 USD 940.12 TL,23.33,10000,10,0,14886,"HP W2122X (212X): M554,M555,MFP M578"
HP W2122X (212X) Yellow (10K),"33.33 USD 1,343.09 TL",33.33,10000,10,0,17148,"HP W2122X (212X): M554, M555, MFP M578"
HP W2122A (212A) Yellow Chipsiz (4.5K),16.67 USD 671.74 TL,16.67,4500,7,1,14882,"HP W2122A (212A): M554,M555,MFP M578"
HP W2122A (212A) Yellow (4.5K),"25.53 USD 1,028.77 TL",25.53,4500,7,0,17144,"HP W2122A (212A): M554, M555, MFP M578"
HP W2121X (212X) Cyan Chipsiz (10K),23.33 USD 940.12 TL,23.33,10000,10,0,14885,"HP W2121X (212X): M554,M555,MFP M578"
HP W2121X (212X) Cyan (10K),"33.33 USD 1,343.09 TL",33.33,10000,10,0,17147,"HP W2121X (212X): M554, M555, MFP M578"
HP W2121A (212A) Cyan Chipsiz (4.5K),16.67 USD 671.74 TL,16.67,4500,6,1,14881,"HP W2121A (212A): M554,M555,MFP M578"
HP W2121A (212A) Cyan (4.5K),"25.53 USD 1,028.77 TL",25.53,4500,7,0,17143,"HP W2121A (212A): M554, M555, MFP M578"
HP W2120X (212X) Black Chipsiz (13K),23.33 USD 940.12 TL,23.33,13000,10,0,14884,"HP W2120X (212X): M554,M555,MFP M578"
HP W2120X (212X) Black (13K),"33.33 USD 1,343.09 TL",33.33,13000,10,0,17146,"HP W2120X (212X): M554, M555, MFP M578"
HP W2120A (212A) Black Chipsiz (5.5K),16.67 USD 671.74 TL,16.67,5500,10,1,14880,"HP W2120A (212A): M554,M555,MFP M578"
HP W2120A (212A) Black (5.5K),"25.53 USD 1,028.77 TL",25.53,5500,5,0,17142,"HP W2120A (212A): M554, M555, MFP M578"
HP W2073A (117A) Magenta Chipsiz (0.7K),5.04 USD 203.09 TL,5.04,700,100,7,11216,"HP W2073A (117A): 150, MFP178, MFP179"
